"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_E","correct_Target_response_Prac","correct_Welcome_PP_E","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count_1","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_C","count_Start_E","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac_1","count_Target_response_wrong_Prac_1","count_Trial_logger","count_Welcome_PP_C","count_Welcome_PP_E","count_postdata_C","count_postdata_E","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","gender","height","keyboard_backend","language1","language2","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","month","mouse_backend","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_C","response_Start_E","response_Target_response_Prac","response_Welcome_PP_C","response_Welcome_PP_E","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_C","response_time_Start_E","response_time_Target_response_Prac","response_time_Welcome_PP_C","response_time_Welcome_PP_E","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count_1","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_C","time_Start_E","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac_1","time_Target_response_wrong_Prac_1","time_Trial_logger","time_Welcome_PP_C","time_Welcome_PP_E","time_postdata_C","time_postdata_E","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","year"
"N","100","V","H","PP_LIST3.csv","fire_extinguisherV.jpg","fire_extinguisherH.jpg","66.6666666667","66.6666666667","453.5","453.5","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","29","0","29","5","0","0","29","29","0","0","29","29","29","29","0","5","0","5","0","0","0","0","0","5","5","5","5","5","29","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","29","29","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","574","886","NA","574","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","79500","33295","25935","34613","80001","79498","25221","35142","80001","80576","NA","77351","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","81076","NA","25223","NA","13498","Orientation_PSA2018","4","2721","6","yes","1024","2000"
"Y","100","V","V","PP_LIST3.csv","scssorV.jpg","scssorV.jpg","71.4285714286","71.4285714286","522.285714286","522.285714286","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","30","0","30","5","0","0","30","30","0","0","30","30","30","30","0","5","0","5","0","0","0","0","0","5","5","5","5","5","30","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","30","30","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","935","886","NA","935","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","81174","33295","25935","34613","81675","81172","25221","35142","81675","82611","NA","77351","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","83112","NA","25223","NA","13498","Orientation_PSA2018","5","3656","7","yes","1024","2000"
"Y","100","V","V","PP_LIST3.csv","penV.jpg","penV.jpg","75","75","507","507","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","31","0","31","5","0","0","31","31","0","0","31","31","31","31","0","5","0","5","0","0","0","0","0","5","5","5","5","5","31","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","31","31","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","400","886","NA","400","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","83209","33295","25935","34613","83714","83208","25221","35142","83719","84121","NA","77351","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","84621","NA","25223","NA","13498","Orientation_PSA2018","6","4056","8","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","ladder.jpg","house.jpg","66.6666666667","66.6666666667","490.222222222","490.222222222","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","32","0","32","5","0","0","32","32","0","0","32","32","32","32","0","5","0","5","0","0","0","0","0","5","5","5","5","5","32","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","32","32","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","356","886","NA","356","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","84718","33295","25935","34613","85223","84716","25221","35142","85223","84121","NA","85581","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","86081","NA","25223","NA","13498","Orientation_PSA2018","6","4412","9","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","buggy.jpg","glass.jpg","60","60","483.4","483.4","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","33","0","33","5","0","0","33","33","0","0","33","33","33","33","0","5","0","5","0","0","0","0","0","5","5","5","5","5","33","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","33","33","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","422","886","NA","422","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","86182","33295","25935","34613","86683","86180","25221","35142","86683","84121","NA","87106","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","87606","NA","25223","NA","13498","Orientation_PSA2018","6","4834","10","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","needle.jpg","tiger.jpg","54.5454545455","54.5454545455","474.090909091","474.090909091","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","34","0","34","5","0","0","34","34","0","0","34","34","34","34","0","5","0","5","0","0","0","0","0","5","5","5","5","5","34","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","34","34","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","381","886","NA","381","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","87725","33295","25935","34613","88226","87724","25221","35142","88226","84121","NA","88609","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","89109","NA","25223","NA","13498","Orientation_PSA2018","6","5215","11","yes","1024","2000"
"N","100","H","V","PP_LIST3.csv","broomH.jpg","broomV.jpg","58.3333333333","58.3333333333","475.666666667","475.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","35","0","35","5","0","0","35","35","0","0","35","35","35","35","0","5","0","5","0","0","0","0","0","5","5","5","5","5","35","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","35","35","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","493","886","NA","493","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","89211","33295","25935","34613","89712","89210","25221","35142","89712","90207","NA","88609","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","90707","NA","25223","NA","13498","Orientation_PSA2018","7","5708","12","yes","1024","2000"
"N","100","V","H","PP_LIST3.csv","brushV.jpg","brushH.jpg","61.5384615385","61.5384615385","472.076923077","472.076923077","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","36","0","36","5","0","0","36","36","0","0","36","36","36","36","0","5","0","5","0","0","0","0","0","5","5","5","5","5","36","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","36","36","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","429","886","NA","429","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","90805","33295","25935","34613","91310","90804","25221","35142","91310","91742","NA","88609","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","92242","NA","25223","NA","13498","Orientation_PSA2018","8","6137","13","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","knife.jpg","ladder.jpg","57.1428571429","57.1428571429","473.357142857","473.357142857","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","37","0","37","5","0","0","37","37","0","0","37","37","37","37","0","5","0","5","0","0","0","0","0","5","5","5","5","5","37","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","37","37","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","490","886","NA","490","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","92346","33295","25935","34613","92850","92344","25221","35142","92851","91742","NA","93344","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","93844","NA","25223","NA","13498","Orientation_PSA2018","8","6627","14","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","ftball.jpg","nut.jpg","53.3333333333","53.3333333333","465.666666667","465.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","38","0","38","5","0","0","38","38","0","0","38","38","38","38","0","5","0","5","0","0","0","0","0","5","5","5","5","5","38","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","38","38","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","358","886","NA","358","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","93941","33295","25935","34613","94443","93940","25221","35142","94443","91742","NA","94803","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","95303","NA","25223","NA","13498","Orientation_PSA2018","8","6985","15","yes","1024","2000"
"Y","100","V","V","PP_LIST3.csv","plateV.jpg","plateV.jpg","56.25","56.25","457.1875","457.1875","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","39","0","39","5","0","0","39","39","0","0","39","39","39","39","0","5","0","5","0","0","0","0","0","5","5","5","5","5","39","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","39","39","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","330","886","NA","330","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","95448","33295","25935","34613","95949","95446","25221","35142","95949","96281","NA","94803","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","96781","NA","25223","NA","13498","Orientation_PSA2018","9","7315","16","yes","1024","2000"
"Y","100","V","V","PP_LIST3.csv","tireV.jpg","tireV.jpg","58.8235294118","58.8235294118","451.588235294","451.588235294","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","40","0","40","5","0","0","40","40","0","0","40","40","40","40","0","5","0","5","0","0","0","0","0","5","5","5","5","5","40","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","40","40","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","362","886","NA","362","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","96887","33295","25935","34613","97388","96885","25221","35142","97388","97752","NA","94803","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","98252","NA","25223","NA","13498","Orientation_PSA2018","10","7677","17","yes","1024","2000"
"Y","100","V","V","PP_LIST3.csv","screwV.jpg","screwV.jpg","61.1111111111","61.1111111111","464.888888889","464.888888889","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","41","0","41","5","0","0","41","41","0","0","41","41","41","41","0","5","0","5","0","0","0","0","0","5","5","5","5","5","41","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","41","41","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","691","886","NA","691","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","98365","33295","25935","34613","98866","98364","25221","35142","98866","99559","NA","94803","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","100059","NA","25223","NA","13498","Orientation_PSA2018","11","8368","18","yes","1024","2000"
"Y","100","H","H","PP_LIST3.csv","nailH.jpg","nailH.jpg","63.1578947368","63.1578947368","472.315789474","472.315789474","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","42","0","42","5","0","0","42","42","0","0","42","42","42","42","0","5","0","5","0","0","0","0","0","5","5","5","5","5","42","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","42","42","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","606","886","NA","606","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","100160","33295","25935","34613","100670","100159","25221","35142","100670","101278","NA","94803","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","101778","NA","25223","NA","13498","Orientation_PSA2018","12","8974","19","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","tlphon.jpg","knife.jpg","60","60","467.65","467.65","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","43","0","43","5","0","0","43","43","0","0","43","43","43","43","0","5","0","5","0","0","0","0","0","5","5","5","5","5","43","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","43","43","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","379","886","NA","379","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","101915","33295","25935","34613","102416","101913","25221","35142","102416","101278","NA","102797","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","103297","NA","25223","NA","13498","Orientation_PSA2018","12","9353","20","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","pumpkin.jpg","trmpet.jpg","57.1428571429","57.1428571429","462.666666667","462.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","44","0","44","5","0","0","44","44","0","0","44","44","44","44","0","5","0","5","0","0","0","0","0","5","5","5","5","5","44","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","44","44","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","363","886","NA","363","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","103410","33295","25935","34613","103911","103409","25221","35142","103911","101278","NA","104276","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","104776","NA","25223","NA","13498","Orientation_PSA2018","12","9716","21","yes","1024","2000"
"N","100","H","V","PP_LIST3.csv","bookH.jpg","bookV.jpg","59.0909090909","59.0909090909","460.454545455","460.454545455","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","45","0","45","5","0","0","45","45","0","0","45","45","45","45","0","5","0","5","0","0","0","0","0","5","5","5","5","5","45","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","45","45","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","414","886","NA","414","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","104877","33295","25935","34613","105378","104875","25221","35142","105378","105793","NA","104276","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","106294","NA","25223","NA","13498","Orientation_PSA2018","13","10130","22","yes","1024","2000"
"N","100","H","V","PP_LIST3.csv","batH.jpg","batV.jpg","60.8695652174","60.8695652174","452.739130435","452.739130435","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","46","0","46","5","0","0","46","46","0","0","46","46","46","46","0","5","0","5","0","0","0","0","0","5","5","5","5","5","46","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","46","46","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","283","886","NA","283","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","106398","33295","25935","34613","106899","106396","25221","35142","106899","107184","NA","104276","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","107685","NA","25223","NA","13498","Orientation_PSA2018","14","10413","23","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","sutcse.jpg","pumpkin.jpg","58.3333333333","58.3333333333","445.75","445.75","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","47","0","47","5","0","0","47","47","0","0","47","47","47","47","0","5","0","5","0","0","0","0","0","5","5","5","5","5","47","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","47","47","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","285","886","NA","285","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","107792","33295","25935","34613","108292","107790","25221","35142","108292","107184","NA","108578","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","109078","NA","25223","NA","13498","Orientation_PSA2018","14","10698","24","yes","1024","2000"
