"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_E","correct_Target_response_Prac","correct_Welcome_PP_E","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count_1","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_C","count_Start_E","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac_1","count_Target_response_wrong_Prac_1","count_Trial_logger","count_Welcome_PP_C","count_Welcome_PP_E","count_postdata_C","count_postdata_E","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","gender","height","keyboard_backend","language1","language2","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","month","mouse_backend","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_C","response_Start_E","response_Target_response_Prac","response_Welcome_PP_C","response_Welcome_PP_E","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_C","response_time_Start_E","response_time_Target_response_Prac","response_time_Welcome_PP_C","response_time_Welcome_PP_E","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count_1","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_C","time_Start_E","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac_1","time_Target_response_wrong_Prac_1","time_Trial_logger","time_Welcome_PP_C","time_Welcome_PP_E","time_postdata_C","time_postdata_E","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","year"
"F","100","F","F","PP_LIST3.csv","mitten.jpg","needle.jpg","64.7058823529","64.7058823529","323.647058824","323.647058824","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","10","0","10","5","0","0","10","10","0","0","10","10","10","10","0","5","0","5","0","0","0","0","0","5","5","5","5","5","10","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","10","10","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","329","NA","NA","329","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","NA","NA","35142","49284","33295","25935","34613","49785","49283","25221","35142","49785","48687","NA","50116","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","50616","NA","25223","NA","13498","Orientation_PSA2018","11","5502","17","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","stove.jpg","ftball.jpg","61.1111111111","61.1111111111","328.166666667","328.166666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","11","0","11","5","0","0","11","11","0","0","11","11","11","11","0","5","0","5","0","0","0","0","0","5","5","5","5","5","11","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","11","11","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","405","NA","NA","405","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","NA","NA","35142","50733","33295","25935","34613","51234","50732","25221","35142","51234","48687","NA","51641","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","52141","NA","25223","NA","13498","Orientation_PSA2018","11","5907","18","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","trmpet.jpg","tapedispenser.jpg","57.8947368421","57.8947368421","329.526315789","329.526315789","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","12","0","12","5","0","0","12","12","0","0","12","12","12","12","0","5","0","5","0","0","0","0","0","5","5","5","5","5","12","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","12","12","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","354","NA","NA","354","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","NA","NA","35142","52238","33295","25935","34613","52739","52237","25221","35142","52739","48687","NA","53095","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","53595","NA","25223","NA","13498","Orientation_PSA2018","11","6261","19","yes","1024","2000"
"N","100","V","H","PP_LIST3.csv","caterpillarV.jpg","caterpillarH.jpg","60","60","337.15","337.15","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","13","0","13","5","0","0","13","13","0","0","13","13","13","13","0","5","0","5","0","0","0","0","0","5","5","5","5","5","13","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","13","13","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","482","NA","NA","482","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","NA","NA","35142","53719","33295","25935","34613","54220","53716","25221","35142","54220","54703","NA","53095","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","55203","NA","25223","NA","13498","Orientation_PSA2018","12","6743","20","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","nut.jpg","watch.jpg","57.1428571429","57.1428571429","367.571428571","367.571428571","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","14","0","14","5","0","0","14","14","0","0","14","14","14","14","0","5","0","5","0","0","0","0","0","5","5","5","5","5","14","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","14","14","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","976","NA","NA","976","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","NA","NA","35142","55291","33295","25935","34613","55792","55290","25221","35142","55792","54703","NA","56770","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","57270","NA","25223","NA","13498","Orientation_PSA2018","12","7719","21","yes","1024","2000"
"N","100","H","V","PP_LIST3.csv","bottleH.jpg","bottleV.jpg","59.0909090909","59.0909090909","370.136363636","370.136363636","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","15","0","15","5","0","0","15","15","0","0","15","15","15","15","0","5","0","5","0","0","0","0","0","5","5","5","5","5","15","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","15","15","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","424","NA","NA","424","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","NA","NA","35142","57427","33295","25935","34613","57928","57425","25221","35142","57928","58354","NA","56770","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","58854","NA","25223","NA","13498","Orientation_PSA2018","13","8143","22","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","couch.jpg","spider.jpg","56.5217391304","56.5217391304","364.652173913","364.652173913","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","16","0","16","5","0","0","16","16","0","0","16","16","16","16","0","5","0","5","0","0","0","0","0","5","5","5","5","5","16","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","16","16","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","244","NA","NA","244","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","NA","NA","35142","58951","33295","25935","34613","59465","58950","25221","35142","59465","58354","NA","59711","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","60211","NA","25223","NA","13498","Orientation_PSA2018","13","8387","23","yes","1024","2000"
"Y","100","H","H","PP_LIST3.csv","guitarH.jpg","guitarH.jpg","58.3333333333","58.3333333333","364.166666667","364.166666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","17","0","17","5","0","0","17","17","0","0","17","17","17","17","0","5","0","5","0","0","0","0","0","5","5","5","5","5","17","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","17","17","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","353","NA","NA","353","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","NA","NA","35142","60303","33295","25935","34613","60804","60302","25221","35142","60804","61159","NA","59711","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","61659","NA","25223","NA","13498","Orientation_PSA2018","14","8740","24","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","house.jpg","ring.jpg","56","56","365.96","365.96","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","18","0","18","5","0","0","18","18","0","0","18","18","18","18","0","5","0","5","0","0","0","0","0","5","5","5","5","5","18","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","18","18","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","409","NA","NA","409","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","NA","NA","35142","61756","33295","25935","34613","62257","61755","25221","35142","62257","61159","NA","62669","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","63169","NA","25223","NA","13498","Orientation_PSA2018","14","9149","25","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","piano.jpg","sutcse.jpg","53.8461538462","53.8461538462","372.115384615","372.115384615","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","19","0","19","5","0","0","19","19","0","0","19","19","19","19","0","5","0","5","0","0","0","0","0","5","5","5","5","5","19","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","19","19","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","526","NA","NA","526","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","NA","NA","35142","63267","33295","25935","34613","63768","63265","25221","35142","63768","61159","NA","64296","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","64796","NA","25223","NA","13498","Orientation_PSA2018","14","9675","26","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","umberella.jpg","flower.jpg","51.8518518519","51.8518518519","374.814814815","374.814814815","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","20","0","20","5","0","0","20","20","0","0","20","20","20","20","0","5","0","5","0","0","0","0","0","5","5","5","5","5","20","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","20","20","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","445","NA","NA","445","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","NA","NA","35142","64893","33295","25935","34613","65394","64892","25221","35142","65394","61159","NA","65843","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","66343","NA","25223","NA","13498","Orientation_PSA2018","14","10120","27","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","ring.jpg","stove.jpg","50","50","374.928571429","374.928571429","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","21","0","21","5","0","0","21","21","0","0","21","21","21","21","0","5","0","5","0","0","0","0","0","5","5","5","5","5","21","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","21","21","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","378","NA","NA","378","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","NA","NA","35142","66441","33295","25935","34613","66942","66439","25221","35142","66942","61159","NA","67322","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","67822","NA","25223","NA","13498","Orientation_PSA2018","14","10498","28","yes","1024","2000"
"N","100","H","V","PP_LIST3.csv","axeH.jpg","axeV.jpg","51.724137931","51.724137931","371.103448276","371.103448276","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","22","0","22","5","0","0","22","22","0","0","22","22","22","22","0","5","0","5","0","0","0","0","0","5","5","5","5","5","22","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","22","22","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","264","NA","NA","264","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","NA","NA","35142","67937","33295","25935","34613","68439","67936","25221","35142","68439","68705","NA","67322","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","69205","NA","25223","NA","13498","Orientation_PSA2018","15","10762","29","yes","1024","2000"
"Y","100","H","H","PP_LIST3.csv","pencilH.jpg","pencilH.jpg","53.3333333333","53.3333333333","375.933333333","375.933333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","23","0","23","5","0","0","23","23","0","0","23","23","23","23","0","5","0","5","0","0","0","0","0","5","5","5","5","5","23","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","23","23","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","NA","NA","j","NA","space","f","NA","space","516","NA","NA","516","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","NA","NA","35142","69304","33295","25935","34613","69805","69302","25221","35142","69805","70323","NA","67322","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","70823","NA","25223","NA","13498","Orientation_PSA2018","16","11278","30","yes","1024","2000"
"Y","100","V","V","PP_LIST3.csv","saltV.jpg","saltV.jpg","100","100","494","494","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","24","0","24","5","0","0","24","24","0","0","24","24","24","24","0","5","0","5","0","0","0","0","0","5","5","5","5","5","24","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","24","24","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","494","886","NA","494","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","71837","33295","25935","34613","72338","71836","25221","35142","72338","72833","NA","67322","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","73333","NA","25223","NA","13498","Orientation_PSA2018","1","494","1","yes","1024","2000"
"N","100","V","H","PP_LIST3.csv","flashV.jpg","flashH.jpg","100","100","421","421","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","25","0","25","5","0","0","25","25","0","0","25","25","25","25","0","5","0","5","0","0","0","0","0","5","5","5","5","5","25","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","25","25","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","348","886","NA","348","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","73436","33295","25935","34613","73937","73434","25221","35142","73937","74286","NA","67322","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","74786","NA","25223","NA","13498","Orientation_PSA2018","2","842","2","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","tapedispenser.jpg","wrench.jpg","66.6666666667","66.6666666667","454.666666667","454.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","26","0","26","5","0","0","26","26","0","0","26","26","26","26","0","5","0","5","0","0","0","0","0","5","5","5","5","5","26","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","26","26","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","522","886","NA","522","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","74883","33295","25935","34613","75384","74881","25221","35142","75384","74286","NA","75908","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","76408","NA","25223","NA","13498","Orientation_PSA2018","2","1364","3","yes","1024","2000"
"F","100","F","F","PP_LIST3.csv","wndmil.jpg","mitten.jpg","50","50","428","428","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","27","0","27","5","0","0","27","27","0","0","27","27","27","27","0","5","0","5","0","0","0","0","0","5","5","5","5","5","27","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","27","27","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","348","886","NA","348","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","76499","33295","25935","34613","77001","76498","25221","35142","77001","74286","NA","77351","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","77852","NA","25223","NA","13498","Orientation_PSA2018","2","1712","4","yes","1024","2000"
"Y","100","H","H","PP_LIST3.csv","keyH.jpg","keyH.jpg","60","60","429.4","429.4","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","28","0","28","5","0","0","28","28","0","0","28","28","28","28","0","5","0","5","0","0","0","0","0","5","5","5","5","5","28","0","0","0","0","02/08/19 23:08:33","Matching Tasks","yes","","OrientationCrossLanguages_2018PSA_PP_1.1.0.osexp","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/Script","no","chinese-japanese-korean","no","18","no","#0000ff","no","Ok","no","Female","768","legacy","yes","no","28","28","1","5","D:/core/Research/OpenSci/PSA/2018/2017_submission_orientation_generalicity/EXPDATA/raw_data/PP/subject-4.csv","3","legacy","Kafkaesque Koffka","3.2.6","yes","5a7ce671e83246000deafe81","0","0","j","space","NA","j","NA","space","f","NA","space","435","886","NA","435","NA","519","291","NA","703","2","legacy","1024","2","48000","-16","EXP","4","even","NA","25221","1334","1335","11969","25211","25211","70867","NA","35142","77954","33295","25935","34613","78455","77952","25221","35142","78456","78892","NA","77351","25935","34589","25948","33293","25948","25948","25935","NA","34614","33796","33796","34089","NA","NA","79392","NA","25223","NA","13498","Orientation_PSA2018","3","2147","5","yes","1024","2000"
