judgment,stimulus_sex,type,user_id,rater_sex,sexpref,rater_age,alexandra,anastazie,anezka,bera,bohdana,brenda,carol,christianne,dagmar,debra,dobromila,dusana,edita,eleanora,elena,eugenia,evzenie,gabriela,gejza,ida,ingrid,irena,jindriska,jitka,karina,kordula,lea,linda,livia,lujza,margita,marika,matylda,miloslava,milota,miriama,peggy,perla,radmila,sarlota,saskie,sidonia,stela,tamara,ursula,viktoria,viola,vladena,zelmira,zlata
sociable,female,body,522331,male,either,18.5,4,3,5,4,4,4,4,3,5,5,5,2,3,5,5,3,4,3,4,6,5,3,4,5,4,4,3,5,6,5,4,4,3,4,4,5,4,5,4,4,4,3,4,4,4,5,4,6,4,5
sociable,female,body,524957,male,women,25.1,5,3,4,4,3,7,6,5,4,4,5,5,4,5,3,3,3,4,4,6,5,4,2,3,4,5,6,5,5,5,5,5,6,5,3,6,3,4,6,3,2,2,5,5,5,5,7,4,3,6
sociable,female,body,527454,male,women,19.6,5,5,4,2,4,4,3,1,3,4,6,3,4,5,5,3,4,2,2,5,4,1,5,1,3,3,3,4,5,6,4,6,2,3,4,6,5,5,6,4,2,1,3,3,4,6,6,6,3,5
sociable,female,body,528126,male,women,19.1,5,2,3,5,4,3,5,5,4,3,3,3,4,3,4,3,2,4,4,4,5,2,3,4,4,4,4,4,2,5,3,4,4,3,4,5,2,3,4,4,3,2,4,4,4,5,5,4,4,4
sociable,female,body,524163,male,,36.1,6,6,2,2,3,2,4,3,4,4,5,2,2,4,2,1,3,2,4,2,2,1,4,4,2,5,5,3,3,4,6,3,3,5,3,4,4,5,4,2,4,1,5,5,4,2,2,4,2,6
sociable,female,body,485524,male,women,30.5,4,6,2,4,2,2,6,5,6,3,4,2,3,4,4,7,5,4,5,6,5,3,5,5,5,2,5,4,4,5,3,2,3,5,4,5,5,6,6,4,3,3,4,5,3,6,3,5,5,5
sociable,female,body,517748,male,women,18.6,3,2,4,4,4,1,5,1,7,3,2,1,5,3,5,6,3,3,2,2,3,5,5,5,5,1,4,2,2,5,3,2,2,4,3,2,1,4,4,6,2,4,2,4,4,7,3,4,3,4
sociable,female,body,525880,female,,18.8,5,4,4,4,3,6,5,3,7,5,6,5,5,4,4,4,6,4,4,5,5,3,5,5,5,6,5,4,4,5,6,5,3,6,4,3,3,6,5,3,2,5,6,6,5,4,5,6,5,6
sociable,female,body,525687,female,men,27.7,5,3,4,3,3,3,3,3,6,4,3,2,4,3,5,5,4,4,4,4,5,3,3,5,3,3,4,3,3,4,3,3,3,4,4,4,2,3,5,3,3,5,3,4,3,5,4,4,3,4
sociable,female,body,524969,female,men,19.9,4,4,6,6,5,4,5,5,6,7,5,4,3,5,4,3,7,3,4,4,6,1,5,3,3,4,4,5,3,5,5,4,4,6,2,6,3,6,6,7,5,1,6,6,5,6,3,4,5,6
sociable,female,body,524273,female,men,19.3,5,1,4,6,3,4,3,3,2,5,4,1,3,1,4,3,2,3,4,4,4,1,4,4,3,2,2,4,4,3,3,1,1,4,2,6,1,5,3,1,3,2,3,4,1,2,3,3,4,3
sociable,female,body,520290,female,women,22.2,7,3,4,5,4,3,3,3,7,5,5,3,4,4,3,3,4,3,5,4,5,2,4,3,4,3,4,5,5,5,4,6,6,5,5,6,2,7,5,3,4,2,4,5,3,5,5,5,6,7
sociable,female,body,519343,female,men,21.5,2,4,2,6,2,5,6,4,6,3,5,2,2,4,3,3,5,3,2,2,2,2,5,5,3,4,2,3,3,6,3,3,2,6,1,6,1,6,5,4,2,1,2,6,2,3,3,3,3,6
sociable,female,body,518671,female,either,23.0,4,2,5,5,5,3,4,3,7,4,5,2,5,4,4,5,5,5,5,5,4,3,5,6,4,4,4,5,4,5,3,3,3,4,3,4,4,5,6,6,3,3,3,5,3,5,3,4,3,6
sociable,female,body,518071,female,men,18.3,3,2,4,3,6,4,3,3,6,4,5,1,4,4,4,6,3,5,3,5,5,1,5,5,2,4,4,2,2,5,2,2,1,6,2,3,2,4,7,3,3,5,1,5,6,5,3,5,2,6
sociable,female,body,513713,female,either,19.1,4,1,1,2,3,1,2,3,7,5,5,3,4,5,3,3,4,1,1,1,5,1,7,2,2,2,3,6,3,6,3,2,3,5,1,3,1,4,2,7,1,2,1,5,2,5,2,5,3,7
sociable,female,body,446080,female,men,30.4,5,2,3,4,3,3,5,2,7,6,6,2,2,2,6,3,6,1,4,5,3,2,5,3,2,3,4,3,5,5,3,3,3,5,5,5,6,6,6,5,2,4,5,3,4,3,3,6,2,5
trustworthy,female,body,526589,male,women,27.1,5,1,4,3,2,3,5,2,6,5,4,1,3,3,6,4,2,2,4,5,5,1,3,3,2,2,2,5,4,5,5,4,4,4,6,4,3,3,5,3,3,2,4,2,3,5,5,5,3,5
trustworthy,female,body,520850,male,either,19.6,5,3,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
trustworthy,female,body,525221,male,women,36.5,5,4,4,5,4,4,6,3,4,4,4,4,3,5,4,3,5,4,4,3,5,3,4,3,3,4,4,3,5,5,5,4,4,4,4,5,4,5,4,4,3,3,3,4,4,4,4,5,4,4
trustworthy,female,body,519257,male,women,53.2,5,5,5,5,6,5,5,5,6,5,5,5,6,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,6,5,6,7,5,5,5,5,5,5,5,4
trustworthy,female,body,524456,male,women,29.8,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
trustworthy,female,body,518138,male,men,21.9,5,6,6,5,4,3,4,6,3,3,6,5,5,6,6,5,5,6,3,4,6,4,6,5,2,5,3,6,5,5,6,3,2,5,6,5,4,6,5,4,2,3,6,4,4,6,5,6,5,6
trustworthy,female,body,522395,male,men,51.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,5,6,2,2,2,2,2,2,3,2,2,2,2,5,2,2,3,2,2,2,2,3,2
trustworthy,female,body,522041,male,women,23.5,3,2,2,2,3,2,2,2,3,3,2,2,3,2,2,1,2,2,3,2,3,2,2,2,2,2,3,2,4,3,2,2,2,2,2,2,3,3,2,3,4,1,3,2,2,3,2,3,2,3
trustworthy,female,body,528200,male,either,41.5,4,1,1,1,2,1,1,1,7,1,1,2,1,1,1,1,1,1,1,2,1,1,4,3,1,1,1,1,1,1,5,1,1,1,1,3,1,2,1,1,4,1,1,1,1,3,1,1,1,5
trustworthy,female,body,526011,male,women,43.7,5,3,5,5,5,5,4,5,5,5,5,6,5,5,6,4,3,5,5,5,5,5,3,5,5,5,4,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,4,3,5,3,5,5,5,4
trustworthy,female,body,524579,female,men,19.3,2,2,3,2,4,3,3,3,5,4,5,2,5,3,2,5,3,3,2,3,3,3,5,2,2,4,2,4,2,5,5,2,2,5,4,2,2,4,5,5,5,3,3,6,5,5,2,4,4,5
trustworthy,female,body,525160,female,men,22.8,2,2,5,3,3,5,3,3,4,1,2,1,4,2,4,2,5,3,5,5,4,6,1,6,4,1,4,3,5,3,4,2,3,3,2,5,1,2,5,5,3,5,3,5,4,3,3,2,5,5
trustworthy,female,body,525795,female,men,23.1,5,1,2,2,4,2,3,3,6,3,4,3,4,4,5,5,3,2,4,4,2,5,5,6,4,3,3,2,4,4,3,2,2,4,3,3,3,2,5,4,3,6,3,5,1,5,3,4,3,5
trustworthy,female,body,526441,female,men,36.1,3,2,2,5,3,3,3,3,6,4,5,1,4,4,3,3,4,4,6,5,5,4,5,5,4,5,4,5,3,4,5,4,2,5,5,2,4,5,5,3,3,4,4,5,2,5,4,4,3,6
trustworthy,female,body,520496,female,men,19.9,4,1,1,1,4,2,3,1,5,2,4,1,4,3,1,4,4,1,2,2,3,2,4,4,1,3,2,1,2,2,1,1,1,5,3,3,1,5,4,3,2,2,2,1,3,5,4,4,4,4
trustworthy,female,body,519630,female,men,24.2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1
trustworthy,female,body,518845,female,men,27.8,6,2,3,3,4,3,2,2,4,2,1,1,2,4,3,1,1,3,2,1,4,2,2,1,2,1,3,5,3,4,3,3,2,3,1,3,1,2,2,2,2,4,1,3,5,4,4,3,3,4
trustworthy,female,body,518369,female,women,22.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
trustworthy,female,body,517839,female,either,18.0,3,4,6,4,5,3,3,3,5,2,6,2,3,2,4,3,5,4,7,5,4,7,4,3,6,6,6,2,3,4,6,5,2,3,2,2,5,3,3,4,3,6,5,6,5,6,3,3,5,5
trustworthy,female,body,520766,female,men,24.2,3,2,4,6,4,2,3,3,6,5,3,1,5,3,5,6,5,3,4,3,4,5,5,5,4,5,4,5,6,3,1,3,3,5,2,4,6,6,6,2,2,5,2,4,2,5,2,3,4,5
weird,female,body,528312,male,women,35.3,6,7,1,5,3,5,4,3,1,2,4,7,7,4,6,1,4,5,4,5,4,4,3,1,4,4,5,1,6,3,6,7,5,7,5,4,7,1,4,1,5,5,7,4,6,1,6,4,4,1
weird,female,body,525336,male,women,42.3,3,2,2,6,4,3,6,5,5,6,6,4,2,4,2,3,6,2,3,2,6,2,5,2,3,5,3,4,4,4,5,4,3,4,6,2,5,6,3,3,5,2,4,4,5,6,4,6,4,6
weird,female,body,526220,male,men,22.2,4,7,7,6,7,5,7,7,5,5,4,7,4,6,6,7,5,7,6,5,4,7,5,6,6,7,7,5,7,7,5,7,7,4,7,5,7,6,5,4,7,6,7,6,7,5,7,7,5,7
weird,female,body,522849,male,women,22.6,3,4,5,4,4,3,3,4,1,2,2,7,4,4,5,2,6,6,4,2,3,5,2,3,3,2,3,2,5,2,4,4,6,1,5,3,6,3,2,2,3,3,4,3,3,1,3,1,3,1
weird,female,body,522086,male,women,29.3,2,6,5,4,5,5,3,5,6,2,4,5,5,4,5,5,5,6,4,3,4,5,5,4,4,6,2,4,5,3,4,4,5,2,5,4,4,2,5,7,5,5,5,4,4,2,4,4,5,4
weird,female,body,521200,male,women,26.0,4,6,5,3,4,4,4,5,5,3,4,6,5,5,5,6,5,5,4,3,4,4,4,5,5,5,3,3,5,4,3,3,4,6,4,3,3,4,5,3,4,6,5,6,4,5,4,4,3,4
weird,female,body,520018,male,either,21.8,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
weird,female,body,248473,male,women,40.1,2,4,1,2,3,3,4,3,2,1,4,5,2,2,1,1,1,4,2,1,3,4,1,2,2,1,3,1,1,2,1,5,4,1,5,4,4,1,2,1,4,2,4,2,3,1,3,1,2,1
weird,female,body,518682,male,women,23.6,3,6,6,5,5,4,5,4,3,3,3,6,3,5,4,5,5,5,3,1,6,5,3,5,5,5,4,3,5,2,6,5,6,3,5,5,6,5,3,3,5,4,4,5,4,5,4,2,5,3
weird,female,body,457452,male,women,28.3,4,7,1,4,7,7,7,7,1,7,4,7,4,5,5,7,7,7,5,4,5,7,4,4,7,7,4,4,7,5,7,1,7,7,7,7,5,4,4,5,7,7,7,4,5,7,7,4,5,1
weird,female,body,519082,female,men,21.9,1,4,2,1,3,3,1,3,1,1,1,3,1,2,3,1,1,1,1,1,3,4,1,1,2,3,1,1,1,1,1,1,4,1,1,1,3,1,1,3,3,3,1,1,3,1,3,1,1,1
weird,female,body,525818,female,either,24.4,2,7,4,4,5,6,3,5,1,2,5,7,3,2,4,2,2,4,4,2,2,5,2,4,5,6,2,3,2,3,2,4,6,3,4,4,7,1,2,3,3,3,6,3,6,2,3,3,2,2
weird,female,body,525453,female,either,18.8,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
weird,female,body,524743,female,either,27.5,1,4,1,1,1,1,1,1,1,1,1,1,3,4,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,5,1,1,4,2,4,1,1,1,1,1,1,1,1
weird,female,body,524117,female,men,49.6,2,2,3,2,3,4,3,3,2,2,3,3,3,3,3,2,3,4,2,3,2,3,2,2,3,2,2,3,3,2,2,3,3,2,2,2,3,2,3,2,3,3,2,2,3,2,2,2,3,1
weird,female,body,526847,female,either,23.9,1,3,3,1,2,1,1,2,2,1,2,1,3,2,3,3,2,2,2,2,2,3,1,1,3,1,2,2,1,2,1,3,3,1,1,1,2,1,2,3,2,3,1,2,2,3,2,1,1,1
weird,female,body,517919,female,men,24.4,5,6,6,4,3,7,1,1,1,4,5,6,5,5,6,3,6,2,6,7,2,6,2,5,6,5,3,3,5,7,4,6,5,7,5,5,5,4,5,2,5,6,6,7,5,5,6,5,6,5
weird,female,body,518455,female,men,30.9,2,4,2,2,3,3,2,2,2,3,2,4,2,2,4,2,2,2,2,2,4,4,2,3,2,4,2,2,4,4,2,2,3,3,2,2,4,2,2,4,2,4,2,2,2,3,2,2,2,2
weird,female,body,519901,female,men,44.6,1,3,1,1,2,3,1,3,4,1,3,3,3,2,1,1,1,3,1,2,1,3,2,1,3,4,1,1,2,1,2,1,4,1,1,2,4,1,2,4,3,2,4,1,4,1,1,1,1,1
weird,female,body,520551,female,either,22.4,4,4,1,4,1,1,2,2,1,1,2,1,1,1,1,1,4,1,2,1,2,1,2,1,1,1,1,1,1,3,3,2,1,1,4,1,2,1,2,3,1,1,1,1,1,1,1,1,1,4
aggressive,female,faces,519989,male,women,31.8,7,5,3,3,2,2,3,2,6,3,4,4,2,3,4,6,6,1,1,2,3,4,5,4,2,5,4,3,2,3,5,3,4,3,2,2,2,2,3,3,2,4,2,3,3,1,2,3,5,3
aggressive,female,faces,526946,male,women,30.9,3,6,2,4,3,3,3,2,6,3,4,3,1,4,2,2,5,3,5,1,6,6,4,5,3,5,3,3,4,4,7,2,4,1,5,4,6,3,5,3,4,2,3,4,3,4,4,1,5,6
aggressive,female,faces,525210,male,either,21.5,7,5,4,3,3,4,6,4,6,5,5,4,3,4,4,5,5,3,4,4,5,4,6,5,5,3,6,5,3,5,5,3,5,5,4,4,4,5,6,4,4,7,4,5,5,4,4,1,4,5
aggressive,female,faces,521450,male,women,50.9,5,5,5,1,4,2,4,4,5,3,5,3,3,3,5,3,5,6,3,3,3,4,3,2,5,4,4,3,4,6,6,3,3,4,4,4,4,3,5,4,3,4,4,4,3,2,3,3,5,6
aggressive,female,faces,521451,male,women,23.1,3,3,4,5,5,4,3,3,4,3,3,3,3,4,2,4,4,4,3,4,4,4,5,4,3,6,5,3,4,4,2,4,3,4,3,4,4,4,3,2,5,3,4,4,5,3,4,5,4,4
aggressive,female,faces,523371,male,women,36.6,6,4,4,3,4,5,5,4,5,5,4,5,5,3,5,4,3,5,6,3,5,2,4,2,2,2,4,4,4,4,4,4,3,4,4,2,3,5,4,2,2,5,4,4,4,4,2,3,3,3
aggressive,female,faces,526422,male,either,22.0,7,4,4,4,2,3,3,5,5,3,5,3,4,2,4,4,5,3,5,2,5,3,4,4,5,4,4,3,5,5,5,4,6,5,3,2,4,2,5,6,6,5,3,3,4,4,5,2,3,4
aggressive,female,faces,527160,male,women,19.1,7,6,3,2,3,1,3,4,1,6,6,7,1,4,7,4,7,3,4,3,6,4,7,4,1,3,3,3,3,5,5,3,3,2,2,1,7,1,2,3,4,4,3,4,3,6,3,1,5,2
aggressive,female,faces,518005,male,women,28.4,5,5,4,3,5,5,5,2,4,4,4,3,5,3,3,4,4,4,4,4,4,4,5,5,3,3,4,4,5,3,4,3,4,4,3,3,4,2,4,4,4,4,3,3,4,3,4,3,4,3
aggressive,female,faces,527111,male,women,31.1,4,5,5,4,5,2,6,4,4,4,4,4,4,4,3,3,5,4,3,4,5,5,4,3,3,4,5,5,5,4,6,3,5,4,4,5,4,4,4,5,4,5,4,4,3,3,4,4,6,4
aggressive,female,faces,526986,female,women,33.8,4,6,6,3,3,3,6,3,4,5,4,5,5,5,5,5,3,3,6,4,4,4,6,5,3,5,5,5,3,4,3,4,3,5,4,3,3,4,4,5,3,4,3,4,6,4,5,4,5,3
aggressive,female,faces,527070,female,men,20.4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,2,4,2,4,3,4,4,4,4,4,4,3,4,4,4,4,2,4,5,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4
aggressive,female,faces,526907,female,men,21.3,3,3,3,2,3,3,3,3,4,4,3,4,3,3,4,4,5,2,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3
aggressive,female,faces,518365,female,men,26.0,5,2,1,6,1,2,4,1,5,1,1,6,1,1,1,2,6,3,1,1,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,1,1,1,1,2,3,1
aggressive,female,faces,526221,female,either,22.0,7,6,7,1,3,3,5,2,2,1,7,2,7,4,5,2,6,4,6,4,6,2,7,3,6,5,4,5,7,4,5,5,5,3,4,3,6,4,6,6,7,6,4,4,7,3,6,5,5,5
aggressive,female,faces,525834,female,men,23.9,7,3,5,2,3,3,6,4,2,6,2,5,3,4,6,3,5,5,3,3,2,3,4,5,2,4,3,4,6,3,2,3,7,7,2,2,3,2,5,3,3,2,5,4,2,4,2,1,3,4
aggressive,female,faces,519872,female,men,19.1,5,2,4,1,4,5,5,5,4,4,5,4,2,4,4,4,3,4,5,4,5,3,4,3,4,5,3,5,5,3,4,6,5,2,4,3,2,5,5,5,2,6,7,4,5,3,3,3,3,3
aggressive,female,faces,518807,female,either,24.6,5,4,3,1,1,5,6,3,6,5,5,5,4,4,3,4,4,2,4,2,6,2,3,3,1,4,5,3,3,4,5,3,7,4,4,2,5,2,1,5,4,5,3,4,3,3,4,2,4,4
aggressive,female,faces,519333,female,either,23.9,6,7,1,1,1,7,5,1,7,3,1,1,1,2,2,1,2,1,5,1,6,1,2,1,1,1,1,1,1,1,4,6,5,2,5,2,1,1,2,1,2,2,4,1,2,1,2,2,6,6
aggressive,female,faces,520333,female,men,18.3,6,5,4,3,2,4,6,3,6,3,4,5,5,2,3,5,5,3,4,3,6,3,4,3,4,4,3,4,4,5,5,4,6,5,3,3,5,4,4,3,4,5,2,4,4,4,4,4,4,5
aggressive,female,faces,524601,female,men,27.6,7,4,5,4,3,4,4,3,3,5,4,6,2,5,5,5,3,2,5,5,5,3,5,2,4,5,5,7,4,6,5,4,5,6,3,5,4,3,6,2,5,4,4,5,4,4,5,5,5,5
aggressive,female,faces,525293,female,either,19.9,6,1,7,4,1,1,5,2,6,3,5,4,1,1,1,1,3,1,1,1,5,1,6,2,3,1,2,1,2,2,5,1,1,3,5,2,5,3,6,5,1,6,1,1,5,1,3,1,1,2
attractive,female,faces,503536,male,,28.4,6,5,3,6,6,4,3,3,5,5,3,4,5,5,3,5,4,5,3,4,3,6,6,4,5,3,5,5,6,5,5,5,3,5,5,3,6,4,5,6,6,3,4,4,6,5,6,5,3,5
attractive,female,faces,518829,male,women,21.6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1
attractive,female,faces,521967,male,women,19.9,2,5,1,5,4,4,2,2,2,1,1,1,2,3,1,3,1,3,5,2,2,4,2,4,2,2,2,3,2,1,4,4,3,2,4,3,3,3,1,1,2,1,2,1,2,2,2,2,2,3
attractive,female,faces,522978,male,women,37.6,2,2,1,4,1,4,4,1,4,2,5,4,1,2,1,5,3,2,3,4,3,5,4,1,4,4,4,3,4,4,4,1,6,2,1,1,4,4,5,4,4,1,4,2,4,3,4,4,6,1
attractive,female,faces,523656,male,women,41.9,3,5,4,5,3,3,4,2,4,4,4,2,4,3,3,4,2,4,3,3,3,5,4,5,3,3,6,4,3,4,6,3,4,4,4,5,5,4,3,6,5,2,3,4,4,3,5,2,4,5
attractive,female,faces,525606,male,women,29.9,4,4,2,4,5,3,3,2,3,1,4,1,3,3,3,4,2,3,3,3,5,4,3,5,2,4,3,2,1,1,5,5,3,3,5,3,6,4,1,3,1,3,2,1,4,4,4,3,3,5
attractive,female,faces,526617,male,women,19.9,2,2,2,4,3,4,2,2,2,1,1,1,3,1,5,4,1,3,2,1,4,1,2,2,1,2,1,4,2,1,2,2,3,2,4,4,5,2,3,1,3,1,1,3,4,3,4,1,4,5
attractive,female,faces,71186,male,women,35.9,4,3,3,4,4,2,2,4,2,3,4,2,2,3,4,4,2,4,3,4,4,3,4,4,5,4,4,2,2,4,4,6,2,3,4,4,4,4,5,3,3,3,3,4,4,4,4,4,4,4
attractive,female,faces,528819,male,women,18.8,1,7,3,4,3,2,1,1,7,7,6,1,5,6,3,2,2,1,7,1,7,6,2,6,4,3,6,7,3,7,6,7,6,5,4,7,7,6,5,6,7,1,2,2,3,3,3,7,3,6
attractive,female,faces,527986,male,men,18.8,1,6,2,4,3,2,2,2,4,3,5,1,2,2,3,4,3,3,4,1,7,3,3,5,4,4,3,2,4,2,6,4,2,2,3,5,6,3,3,4,2,2,2,3,3,3,5,1,3,6
attractive,female,faces,518191,female,either,24.5,1,2,1,5,4,2,1,1,3,1,3,1,1,2,3,4,1,2,1,3,2,3,3,3,1,2,3,1,1,1,3,2,3,1,3,2,4,2,1,1,2,2,1,3,3,1,4,1,5,1
attractive,female,faces,445243,female,women,22.7,3,2,6,3,5,6,6,5,3,3,4,5,5,6,7,6,4,6,4,7,2,4,4,1,4,4,3,6,7,5,1,6,5,5,4,3,2,4,4,4,4,4,5,6,5,4,5,6,4,2
attractive,female,faces,518987,female,men,18.1,2,5,1,5,6,2,2,2,3,2,2,2,3,2,2,4,1,3,1,3,2,1,4,4,5,4,3,3,2,2,5,4,4,1,6,4,5,4,2,2,2,3,2,3,3,3,3,2,2,4
attractive,female,faces,519511,female,either,23.9,3,6,1,4,4,2,2,2,3,2,5,2,2,3,2,4,2,3,1,1,4,3,4,4,4,3,4,2,3,3,7,4,3,3,4,5,6,4,4,3,2,2,2,3,2,4,4,3,1,4
attractive,female,faces,519997,female,men,60.1,1,4,1,3,4,1,2,2,3,1,3,1,2,2,2,2,1,2,1,1,2,1,4,5,3,3,4,2,1,3,5,3,2,2,2,1,4,3,2,3,2,1,2,1,2,2,1,2,2,4
attractive,female,faces,524137,female,,26.0,1,2,1,3,5,2,1,1,3,2,4,1,2,2,1,2,2,1,1,1,3,2,1,4,4,1,3,2,1,2,4,4,1,1,4,2,2,4,4,2,3,2,1,2,4,2,1,1,3,2
attractive,female,faces,524931,female,either,30.0,4,4,4,3,5,3,4,4,5,4,4,3,4,3,3,3,3,4,3,4,4,4,4,5,4,4,4,3,4,3,6,5,3,4,5,5,5,3,3,4,5,3,3,4,4,5,4,4,3,3
attractive,female,faces,525742,female,men,22.0,2,5,1,3,3,2,2,5,7,3,5,1,3,1,1,1,1,2,1,4,4,2,4,3,4,3,5,2,1,3,7,3,2,1,5,1,5,4,4,5,5,1,1,1,2,2,1,1,5,1
attractive,female,faces,526734,female,men,28.4,2,3,2,4,5,4,2,3,3,4,3,1,2,2,2,3,1,4,3,4,2,4,4,2,4,3,3,2,2,3,4,4,2,3,5,2,4,3,3,3,3,2,2,3,3,2,5,3,2,1
attractive,female,faces,518467,female,men,18.1,2,5,1,4,3,2,1,2,2,2,4,2,2,2,2,3,1,2,1,1,3,2,2,3,3,2,3,2,2,2,3,4,2,2,4,2,2,2,3,2,3,1,2,2,2,2,2,2,2,4
caring,female,faces,522665,male,women,29.1,4,2,4,5,5,3,4,5,3,3,3,2,2,5,4,4,4,3,4,3,3,3,3,3,4,3,3,4,3,3,5,3,4,3,4,4,4,6,4,3,4,4,4,5,3,3,5,5,3,5
caring,female,faces,528961,male,either,26.8,2,4,4,3,6,3,3,3,4,2,4,2,4,4,3,5,2,4,5,3,3,5,2,4,4,5,4,4,4,3,3,3,4,4,5,5,4,5,3,3,2,3,3,4,3,4,5,4,2,4
caring,female,faces,526304,male,women,27.7,3,3,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,4,3,3,3,4,3,3,3,5,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3
caring,female,faces,521431,male,either,18.6,3,4,2,4,5,2,3,5,4,1,4,1,5,2,2,2,4,3,2,4,2,1,4,5,3,4,3,2,2,3,3,2,4,3,6,3,5,6,3,6,6,2,2,6,5,3,3,3,3,2
caring,female,faces,524984,male,women,53.5,1,3,3,6,6,4,1,6,5,3,2,2,2,4,4,4,1,4,2,6,3,3,3,5,6,3,4,4,5,3,4,6,3,2,4,4,5,6,3,5,4,2,4,4,4,3,6,6,2,5
caring,female,faces,519743,male,women,40.5,6,4,3,6,5,4,2,6,4,3,5,5,2,5,4,4,4,4,1,3,4,6,3,4,7,3,2,4,4,4,4,4,3,4,2,4,3,3,3,5,2,3,3,4,3,4,5,4,3,4
caring,female,faces,528287,male,women,18.6,3,3,2,5,6,4,2,5,1,2,4,1,4,3,1,3,1,3,2,4,3,1,2,4,4,2,4,2,2,2,3,3,2,1,3,4,3,5,2,4,2,2,3,1,4,4,3,3,4,2
caring,female,faces,528949,male,women,38.2,3,3,5,6,6,3,2,6,4,3,4,4,4,4,3,5,3,5,3,6,3,5,4,6,6,5,4,6,4,4,4,4,4,4,3,6,4,5,5,5,4,4,5,5,4,5,4,6,3,4
caring,female,faces,527749,male,women,19.7,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
caring,female,faces,518299,male,women,38.2,2,1,1,3,2,3,1,2,1,2,2,1,2,3,2,2,1,3,2,2,3,4,2,3,2,2,2,2,2,2,2,2,1,2,2,3,4,4,1,2,4,1,3,2,3,1,3,2,1,3
caring,female,faces,523368,male,women,41.7,5,3,6,5,5,4,3,3,3,2,3,2,5,3,3,3,3,4,2,4,3,5,3,4,5,4,2,4,5,3,4,3,2,2,3,4,3,4,3,4,5,3,2,4,5,3,5,4,4,3
caring,female,faces,525814,female,men,21.2,2,2,3,4,3,2,3,4,2,2,4,3,2,3,3,3,2,4,2,2,2,2,5,4,4,5,2,3,2,4,3,4,2,3,2,3,3,5,2,3,3,2,2,2,2,2,3,2,3,2
caring,female,faces,525265,female,women,18.8,1,3,6,5,6,4,3,5,3,2,2,6,5,5,4,3,2,5,1,6,2,3,4,6,5,5,3,3,5,2,2,4,3,5,5,5,2,6,4,3,5,1,3,7,5,2,6,7,4,5
caring,female,faces,524592,female,either,26.7,1,1,6,7,6,3,1,7,7,3,2,7,3,5,3,2,1,3,1,5,1,3,4,7,5,4,3,5,2,4,1,5,5,2,4,5,2,7,1,1,6,1,4,1,3,6,3,4,2,1
caring,female,faces,526167,female,men,19.0,1,4,5,5,7,5,1,4,4,1,4,1,1,5,1,3,4,5,2,3,3,5,2,5,6,3,3,3,4,1,3,6,2,3,4,6,4,7,3,5,6,2,5,5,3,5,2,6,2,2
caring,female,faces,517997,female,men,26.3,2,3,2,7,5,2,1,5,3,1,3,3,5,3,2,2,2,4,4,1,2,3,2,5,6,3,4,2,5,4,4,5,2,4,4,5,4,5,4,5,4,4,1,3,2,5,4,4,3,3
